Position Name,Salary,Job Type,Shift & Schedule,Company,Location,Rating,URL,Id,Posted At,Scraped At,Short Description,External Apply Link
"Information Systems, IT, Cyber Engineer & Data Science - Recent Grad/Full Time",,Full-time,,Honeywell,United States,3.7,https://www.indeed.com/rc/clk?jk=8e3e230b16afb047&fccid=50208b5bf45ee3b8&vjs=3,8e3e230b16afb047,PostedPosted 30+ days ago,2023-04-16T02:29:03.574Z," 
 Applicants for employment for this position must have work authorization that does not now or in the future require sponsorship of a visa for employment…
",www.indeed.com/applystart?jk=8e3e230b16afb047
Data Science Co-op (July - December 2023),$26 - $32 an hour,Internship,,Liberty Mutual,"Boston, MA",3.6,https://www.indeed.com/rc/clk?jk=26538f3480192ee4&fccid=f33a9750898d12d4&vjs=3,26538f3480192ee4,PostedPosted 2 days ago,2023-04-16T02:29:03.574Z," 
 Working knowledge of data science and machine learning techniques.
 Explore the advantages and limitations of privacy-preserving ML, to accelerate…
",www.indeed.com/applystart?jk=26538f3480192ee4
Junior Data Engineer,,Full-time,,Deloitte,"Rosslyn, VA 22209 (Radnor-Ft Myer Heights area)+1 location",3.9,https://www.indeed.com/rc/clk?jk=22d3f6988ab5086a&fccid=9e215d88a6b33622&vjs=3,22d3f6988ab5086a,PostedPosted 30+ days ago,2023-04-16T02:29:03.574Z," 
 Understanding of solution design, data architecture and design, data models.
 Understanding of solution design, data architecture and design, data models.
",www.indeed.com/applystart?jk=22d3f6988ab5086a
Data Scientist (Recent Grad),"$49,773 - $77,155 a year",Full-time,,US Federal Aviation Administration,"Wallops Island, VA",4.1,https://www.indeed.com/rc/clk?jk=bfbece2d0ea97258&fccid=75f7d01ae15646fc&vjs=3,bfbece2d0ea97258,PostedPosted 10 days ago,2023-04-16T02:29:03.575Z," 
 Degree: Mathematics, statistics, computer science, data science or field directly related to the position.
 Applies basic technical knowledge of data science and…
",www.indeed.com/applystart?jk=bfbece2d0ea97258
Entry-level TriZetto Provider Analyst,"$72,000 a year",Full-time,Day shift,Cognizant,United States+1 location,3.9,https://www.indeed.com/rc/clk?jk=c3aa5b527a82aca3&fccid=2df6a1e69a70a1e7&vjs=3,c3aa5b527a82aca3,PostedPosted 30+ days ago,2023-04-16T02:29:03.575Z," 
 Interested in data – Data Science, Data Analytics, Databases, large data sets, or data mining.
 You will assist in designing and developing fully functional…
",www.indeed.com/applystart?jk=c3aa5b527a82aca3
ML Engineer - Entry Level,$50 - $55 an hour,Contract,8 hour shift,Data Ninjas Inc.,Remote,,https://www.indeed.com/company/Data-Ninjas-Inc./jobs/Test-Engineer-Entry-Level-2613b660d13740d6?fccid=353cb9549be6d366&vjs=3,2613b660d13740d6,EmployerActive 8 days ago,2023-04-16T02:29:03.575Z," 
 Work directly with data scientists build pipelines required for machine learning models.
 Automate and execute all levels of testing (unit, integration, and…
",www.indeed.com/applystart?jk=2613b660d13740d6
Entry Level Data Science Specialist,"$55,000 - $60,000 a year",Full-time,8 hour shift,I28 Technologies,"Marysville, MI 48040",,https://www.indeed.com/company/I28-Technologies-Corporation/jobs/Data-Scientist-d33471f8350dc27a?fccid=a8f840414d50fb27&vjs=3,d33471f8350dc27a,EmployerActive 6 days ago,2023-04-16T02:29:03.576Z," 
 Must Have Knowledge of statistical techniques and machine learning algorithms.
 Hands-on Knowledge of analysis tools like R, Python.
 Good to have Deep Learning.
",www.indeed.com/applystart?jk=d33471f8350dc27a
Data Specialist,"$30,000 - $35,000 a year",Full-time,,Juristat,Remote,,https://www.indeed.com/rc/clk?jk=94f63106de1c12fa&fccid=7eef65abf940ce5e&vjs=3,94f63106de1c12fa,PostedPosted 30+ days ago,2023-04-16T02:29:03.576Z," 
 We’re seeking a highly motivated and organized individual to join our data team as an entry-level Data Entry Specialist.
 Medical, dental, and vision coverage.
",www.indeed.com/applystart?jk=94f63106de1c12fa
Jr. Data Scientist,"$86,000 - $110,000 a year",Full-time,,"WhirlWind Technologies, LLC",Remote,4.4,https://www.indeed.com/rc/clk?jk=d481a53712856322&fccid=98318de9a68e36bc&vjs=3,d481a53712856322,EmployerActive 4 days ago,2023-04-16T02:29:03.576Z," 
 Automate data collection from various external data sources and data type.
 Develop methods and procedures for collection and analysis of data from several data…
",www.indeed.com/applystart?jk=d481a53712856322
Entry level Data Science Engineer-333338,"$60,000 - $65,000 a year",Full-time,8 hour shift,I28 Technologies,"Marysville, MI 48040",,https://www.indeed.com/company/I28-Technologies-Corporation/jobs/Entry-Level-Engineer-ee402a515ee58cf0?fccid=a8f840414d50fb27&vjs=3,ee402a515ee58cf0,EmployerActive 5 days ago,2023-04-16T02:29:03.576Z," 
 Experience in data control and data automation.
 Experience in data extraction and data manipulation in SAS, PythonR and Excel.
",www.indeed.com/applystart?jk=ee402a515ee58cf0
"Director I, Data Science (remote)","$154,000 - $216,000 a year",Full-time,,Liberty Mutual,+5 locationsRemote,3.6,https://www.indeed.com/rc/clk?jk=5026ab860be69f59&fccid=f33a9750898d12d4&vjs=3,5026ab860be69f59,PostedPosted 2 days ago,2023-04-16T02:29:03.577Z," 
 Regularly engages with the data science community and leads cross functional working groups.
 The actual internal level/grade for this role will depend on the…
",www.indeed.com/applystart?jk=5026ab860be69f59
DATA SCIENCE CONSULTANT BOSTON,,,,managementsolutions,"Boston, MA+4 locations",3.7,https://www.indeed.com/rc/clk?jk=1cf1e2f6538bc610&fccid=f3eca80b6759548b&vjs=3,1cf1e2f6538bc610,PostedPosted 30+ days ago,2023-04-16T02:29:03.577Z," 
 You will be working in key projects for leading organizations in data mining & knowledge Discovery, predictive modeling, trend modeling, Simulation models …
",www.indeed.com/applystart?jk=1cf1e2f6538bc610
AI Automation Engineer (entry-level) - Idera,,Full-time,,"Idera, Inc.",Remote,,https://www.indeed.com/rc/clk?jk=30ba66e17cc33619&fccid=1a8ca63e293095e3&vjs=3,30ba66e17cc33619,PostedPosted 4 days ago,2023-04-16T02:29:03.577Z," 
 This is an entry level role to assist with creating automation using various AI technologies.
 Only IDERA delivers tools that span on premises, cloud and hybrid…
",www.indeed.com/applystart?jk=30ba66e17cc33619
Rotational Associate Program - Data Analytics,,Full-time,,Intelsat,"McLean, VA 22102",3.7,https://www.indeed.com/rc/clk?jk=60af6522dcc0ce4b&fccid=36aa8cd93a88392d&vjs=3,60af6522dcc0ce4b,PostedPosted 30+ days ago,2023-04-16T02:29:03.577Z," 
 Knowledge of data lakes and warehouses, relational databases, various data structures and data types.
 Knowledge of relational databases and data warehouses.
",www.indeed.com/applystart?jk=60af6522dcc0ce4b
Data Scientist (Machine Learning),,,,Decision Spot,"Remote in Chicago, IL",,https://www.indeed.com/rc/clk?jk=f7999a8555ecf0ef&fccid=1643dd6866c4fc47&vjs=3,f7999a8555ecf0ef,PostedPosted 30+ days ago,2023-04-16T02:29:03.578Z," 
 Experience in data wrangling using SQL or similar tools.
 Write SQL or Python scripts that can be used to automate data preparation process.
",www.indeed.com/applystart?jk=f7999a8555ecf0ef
Graduate (Data Analytics),,Full-time +1,,SITA Switzerland Sarl,"Atlanta, GA 30339",,https://www.indeed.com/rc/clk?jk=88d553956b48cd7d&fccid=4c04f8630326ef2f&vjs=3,88d553956b48cd7d,PostedPosted 5 days ago,2023-04-16T02:29:10.074Z," 
 Ability to gather data from multiple, often disparate, sources and synthesize raw data into meaningful reports.
 Good communication skills (oral and written).
",www.indeed.com/applystart?jk=88d553956b48cd7d
Junior Data Scientist,"$50,000 - $75,000 a year",Full-time,,Gryphon Scientific,"Remote in Takoma Park, MD 20912",4,https://www.indeed.com/rc/clk?jk=0ea951cb2247c0cc&fccid=14daefb39ba41071&vjs=3,0ea951cb2247c0cc,PostedPosted 29 days ago,2023-04-16T02:29:10.075Z," 
 Undergraduate degree in a relevant discipline (biological sciences, statistics, computer science, data science, mathematics, or a related field).
",www.indeed.com/applystart?jk=0ea951cb2247c0cc
Data Scientist (Machine Learning),,Full-time,,LeaseQuery,"Hybrid remote in Atlanta, GA",3.3,https://www.indeed.com/rc/clk?jk=f752fdbc0f73a59c&fccid=ef90848818b8658a&vjs=3,f752fdbc0f73a59c,PostedPosted 24 days ago,2023-04-16T02:29:10.075Z," 
 The Data Scientist that we hire will be charged with developing new machine learning models, maintaining and improving models already in production, and other…
",www.indeed.com/applystart?jk=f752fdbc0f73a59c
Data GTM Analyst,,Full-time,,ION,"New York, NY",1.9,https://www.indeed.com/rc/clk?jk=06ab8648dc6d808d&fccid=bcc74f93a061d5de&vjs=3,06ab8648dc6d808d,PostedPosted 30+ days ago,2023-04-16T02:29:10.075Z," 
 Hands on experience with data technologies, analytical tools and/or a coding language would be beneficial but is not mandatory.
",www.indeed.com/applystart?jk=06ab8648dc6d808d
Data Analyst,,Full-time,,VHB,"Hybrid remote in Raleigh, NC 27606",3.9,https://www.indeed.com/rc/clk?jk=016ac83ab9bb8bad&fccid=7e93a05a35b511d4&vjs=3,016ac83ab9bb8bad,PostedPosted 1 day ago,2023-04-16T02:29:10.075Z," 
 Imports and exports data to fulfill data requests.
 Completes routine data quality tasks.
 Completes routine data and system configuration tasks.
",www.indeed.com/applystart?jk=016ac83ab9bb8bad
Data Scientist I - Python,,,,CNH Industrial,Remote in United States,3.7,https://www.indeed.com/rc/clk?jk=b9139ebfe93d605c&fccid=e2c5b29a1878dd23&vjs=3,b9139ebfe93d605c,PostedPosted 9 days ago,2023-04-16T02:29:10.076Z," 
 We are searching for an entry level data scientist with python experience who learns quickly and thrives in a fast-paced, innovative environment.
",www.indeed.com/applystart?jk=b9139ebfe93d605c
Entry Level Data Science Data Analyst Associate (Paid) • On -site,$15 - $20 an hour,Full-time +3,8 hour shift,Sendsational Marketing,"Glen Cove, NY 11542",,https://www.indeed.com/company/Community-Coupons-Franchising-Inc./jobs/Entry-Level-Data-Analyst-132213e74c927339?fccid=274ce239de820362&vjs=3,132213e74c927339,PostedPosted 3 days ago,2023-04-16T02:29:10.076Z," 
 Data science: 1 year (Preferred).
 This would be a Full time position.
 Develop and employ new programs and ideas.
 Do you like to work with BIG Data.
",www.indeed.com/applystart?jk=132213e74c927339
